,year,job,gender_dominant_group,gender_prop_diff
2636,1960,Farm Foreman,male dominant,0.901628557328508
2637,1960,Farm Laborer,male dominant,0.3608423049763832
2639,1960,Farmer,male dominant,0.8771132221659858
2640,1960,Fireman,male dominant,0.9891244225270915
2641,1960,Fisherman,male dominant,0.9611361826387046
2643,1960,Foremen,male dominant,0.8292826255599021
2646,1960,Funeral Director,male dominant,0.8676474344239267
2649,1960,Gardener / Groundskeeper,male dominant,0.9559754626246835
2652,1960,Household Worker,female dominant,-0.9205078393349392
2656,1960,Inspector,male dominant,0.7932186657554011
2658,1960,Insurance Agent,male dominant,0.7289903906152502
2659,1960,Janitor,male dominant,0.7110566952533666
2660,1960,Jeweler,male dominant,0.8245938628158844
2662,1960,Laborer,male dominant,0.8883982257687532
2663,1960,Laundry / Dry Cleaning,female dominant,-0.5833583182508151
2664,1960,Lawyer / Judge,male dominant,0.9133479489781128
2668,1960,Locomotive Engineer,male dominant,0.9950054234038797
2672,1960,Lumberman,male dominant,0.9806523175395955
2673,1960,Machinist,male dominant,0.9600751759902826
2674,1960,Mail Carrier,male dominant,0.9421658976483602
2675,1960,Manager / Owner,male dominant,0.6627638092565721
2676,1960,Mason,male dominant,0.9907811619436945
2678,1960,Meat Cutter,male dominant,0.9089328500045253
2679,1960,Mechanic,male dominant,0.9556474967825946
2685,1960,Messenger,male dominant,0.6253610601974915
2686,1960,Metal Filer,male dominant,0.8312091439526084
2688,1960,Metal Worker,male dominant,0.9599970950474832
2690,1960,Military,male dominant,0.9614938707170431
2694,1960,Miner,male dominant,0.9852638711924907
2695,1960,Model Maker,male dominant,0.9344733438712459
2699,1960,Musician / Music Teacher,balanced,-0.20626358689826388
2700,1960,Newsboy,male dominant,0.9149770193500327
2701,1960,Nurse,female dominant,-0.955957838761751
2705,1960,Operative,balanced,-0.005776326542657649
2709,1960,Painter,male dominant,0.8801087291513605
2714,1960,Photographer,male dominant,0.6568239405130583
2715,1960,Physician / Surgeon,male dominant,0.8631465652627303
2718,1960,Plasterer,male dominant,0.9937366904672429
2719,1960,Plumber,male dominant,0.9925128760310203
2720,1960,Policeman / Detective,male dominant,0.9171459438292993
2721,1960,Porter,male dominant,0.9625102225283002
2724,1960,Pressman,male dominant,0.8608362591765082
2726,1960,Professional - Misc,male dominant,0.4736089545236207
2727,1960,Professor,male dominant,0.416016540904634
2742,1960,Public Officials,male dominant,0.49097513223878547
2745,1960,Railroad Brakeman,male dominant,0.9944268630800683
2746,1960,Railroad Conductor,male dominant,0.987433633878923
2748,1960,Real Estate Agent,male dominant,0.4459819834953699
2750,1960,Religious Worker,balanced,-0.24547563805104408
2753,1960,Roller,male dominant,0.94801125649134
2754,1960,Roofer,male dominant,0.9969133396729387
2755,1960,Sailor,male dominant,0.9718559735494536
2756,1960,Salesman,balanced,-0.11189877599976678
2757,1960,Sawyer,male dominant,0.9449243868117775
2765,1960,Security Guard,male dominant,0.9087724431656548
2767,1960,Service Worker,female dominant,-0.3969891413411033
2769,1960,Sheriff / Bailiff,male dominant,0.8937191625550074
2770,1960,Ship Officers,male dominant,0.9912193615284488
2771,1960,Shipping and Receiving,male dominant,0.7646054142837589
2772,1960,Shoemaker,male dominant,0.9291968205006526
2775,1960,Stationary Engineer,male dominant,0.9817899318304302
2783,1960,Teacher,female dominant,-0.5341807299793757
2794,1960,Ticket Agent,male dominant,0.45457473189269265
2795,1960,Tool Maker,male dominant,0.976092820633646
2796,1960,Truck / Tractor Driver,male dominant,0.9871641324868715
2797,1960,Typesetter,male dominant,0.7547039948815882
2799,1960,Upholsterer,male dominant,0.730648729713276
2802,1960,Waiter / Waitress,female dominant,-0.8329519059509842
2820,1970,Architect,male dominant,0.9126924301053654
2821,1970,Artist / Art Teacher,balanced,0.1519138952238757
2824,1970,Author,balanced,0.20527568425228085
2826,1970,Baker,balanced,0.3228909904066095
2828,1970,Barber / Beautician,female dominant,-0.4758936539672217
2829,1970,Bartender,male dominant,0.5097486829330404
2830,1970,Bill Collector,balanced,0.1463085360708761
2835,1970,Boilermaker,male dominant,0.9668812235242339
2837,1970,Bookkeeper,female dominant,-0.690450900731487
2843,1970,Cabinet Maker,male dominant,0.861615429890886
2845,1970,Carpenter,male dominant,0.971933284793619
2850,1970,Chemist,male dominant,0.6797397754513976
2852,1970,Clergyman,male dominant,0.9303251020005955
2853,1970,Clerical Worker,female dominant,-0.3472141984249625
2864,1970,Delivery Man,male dominant,0.907811128122658
2866,1970,Dentist,male dominant,0.9033202817463233
2867,1970,Designer,male dominant,0.3858423992943252
2871,1970,Draftsman,male dominant,0.7992611639614267
2872,1970,Dressmaker / Seamstress,female dominant,-0.9244128105484759
2875,1970,Editor / Reporter,balanced,0.15240864087710543
2882,1970,Engineer - Civil,male dominant,0.9645308805300056
2885,1970,Engineer - Mechanical,male dominant,0.9826062990920366
2888,1970,Engraver,male dominant,0.3637766681797549
2889,1970,Entertainer,male dominant,0.3635201441564292
2891,1970,Farm Foreman,male dominant,0.8097338835918599
2892,1970,Farm Laborer,male dominant,0.46339224928672024
2894,1970,Farmer,male dominant,0.872859805979874
2895,1970,Fireman,male dominant,0.9402766455238967
2896,1970,Fisherman,male dominant,0.8817400876727408
2898,1970,Foremen,male dominant,0.8139475579840523
2901,1970,Funeral Director,male dominant,0.826526402640264
2904,1970,Gardener / Groundskeeper,male dominant,0.9269126058130535
2907,1970,Household Worker,female dominant,-0.9104661252987769
2911,1970,Inspector,male dominant,0.7974875934906474
2913,1970,Insurance Agent,male dominant,0.6441195494555303
2914,1970,Janitor,male dominant,0.7214561771256387
2915,1970,Jeweler,male dominant,0.5829248091688491
2917,1970,Laborer,male dominant,0.7893808273006785
2918,1970,Laundry / Dry Cleaning,female dominant,-0.4938223156415922
2919,1970,Lawyer / Judge,male dominant,0.8814949497650354
2923,1970,Locomotive Engineer,male dominant,0.9762311520463492
2927,1970,Lumberman,male dominant,0.9268850911487323
2928,1970,Machinist,male dominant,0.9190036389076917
2929,1970,Mail Carrier,male dominant,0.808878280965321
2930,1970,Manager / Owner,male dominant,0.6298851836916249
2931,1970,Mason,male dominant,0.9715061058344641
2933,1970,Meat Cutter,male dominant,0.8520991130265055
2934,1970,Mechanic,male dominant,0.9410907908743793
2940,1970,Messenger,male dominant,0.549331170537234
2941,1970,Metal Filer,male dominant,0.644414990887806
2943,1970,Metal Worker,male dominant,0.9579127228579779
2945,1970,Military,male dominant,0.9443846775655016
2949,1970,Miner,male dominant,0.9245758590208281
2950,1970,Model Maker,male dominant,0.8935831008369869
2954,1970,Musician / Music Teacher,balanced,-0.17447138209952523
2955,1970,Newsboy,male dominant,0.8693414486786457
2956,1970,Nurse,female dominant,-0.8911081819720899
2960,1970,Operative,balanced,-0.016241343500485204
2964,1970,Painter,male dominant,0.8122172075610372
2969,1970,Photographer,male dominant,0.620342934861806
2970,1970,Physician / Surgeon,male dominant,0.7912673552742391
2973,1970,Plasterer,male dominant,0.9363826575204598
2974,1970,Plumber,male dominant,0.9740818336963911
2975,1970,Policeman / Detective,male dominant,0.9086086156893258
2976,1970,Porter,male dominant,0.9599158232287804
2979,1970,Pressman,male dominant,0.7696734515447126
2981,1970,Professional - Misc,balanced,0.08501115357243244
2982,1970,Professor,balanced,0.23293527056433044
2997,1970,Public Officials,male dominant,0.496623353532959
3000,1970,Railroad Brakeman,male dominant,0.9794467757129399
3001,1970,Railroad Conductor,male dominant,0.9669872675643492
3003,1970,Real Estate Agent,balanced,0.2726412849131329
3005,1970,Religious Worker,balanced,-0.183659850326517
3008,1970,Roller,male dominant,0.8672407267221802
3009,1970,Roofer,male dominant,0.973178435676428
3010,1970,Sailor,male dominant,0.9447473144250454
3011,1970,Salesman,balanced,-0.07454498757723928
3012,1970,Sawyer,male dominant,0.7866594107128975
3020,1970,Security Guard,male dominant,0.888284017015535
3022,1970,Service Worker,balanced,-0.2658539309207355
3024,1970,Sheriff / Bailiff,male dominant,0.8735309727803473
3025,1970,Ship Officers,male dominant,0.9316920352776926
3026,1970,Shipping and Receiving,male dominant,0.6252529404639211
3027,1970,Shoemaker,male dominant,0.753347630236925
3030,1970,Stationary Engineer,male dominant,0.9706657813018769
3038,1970,Teacher,female dominant,-0.4829053551141928
3049,1970,Ticket Agent,balanced,0.14206305890255677
3050,1970,Tool Maker,male dominant,0.9516527156636821
3051,1970,Truck / Tractor Driver,male dominant,0.9649376787104416
3052,1970,Typesetter,male dominant,0.5944873313817268
3054,1970,Upholsterer,male dominant,0.5975023899127531
3057,1970,Waiter / Waitress,female dominant,-0.830445600242885
3075,1980,Architect,male dominant,0.8155398689286858
3076,1980,Artist / Art Teacher,balanced,-0.01796858964046178
3079,1980,Author,balanced,0.038704523999709535
3081,1980,Baker,balanced,0.14738518475534665
3083,1980,Barber / Beautician,female dominant,-0.566617548757834
3084,1980,Bartender,balanced,0.045771754946893284
3085,1980,Bill Collector,balanced,-0.22572862012178777
3090,1980,Boilermaker,male dominant,0.9644832333792267
3092,1980,Bookkeeper,female dominant,-0.8083676430621649
3098,1980,Cabinet Maker,male dominant,0.8017494711565948
3100,1980,Carpenter,male dominant,0.9635465744626024
3105,1980,Chemist,male dominant,0.5749657589071311
3107,1980,Clergyman,male dominant,0.8739649466215085
3108,1980,Clerical Worker,female dominant,-0.4021290962558259
3119,1980,Delivery Man,male dominant,0.8309242913322098
3121,1980,Dentist,male dominant,0.8466117992057235
3122,1980,Designer,balanced,-0.09353592239250229
3126,1980,Draftsman,male dominant,0.6478169187459191
3127,1980,Dressmaker / Seamstress,female dominant,-0.88605443310514
3130,1980,Editor / Reporter,balanced,-0.03601531380126651
3137,1980,Engineer - Civil,male dominant,0.9337454315751478
3140,1980,Engineer - Mechanical,male dominant,0.9548300574874646
3143,1980,Engraver,balanced,0.1602239982602077
3144,1980,Entertainer,balanced,0.18986595716017782
3146,1980,Farm Foreman,male dominant,0.5930750878955299
3147,1980,Farm Laborer,male dominant,0.39759861430444315
3149,1980,Farmer,male dominant,0.7524604505855811
3150,1980,Fireman,male dominant,0.944795691230463
3151,1980,Fisherman,male dominant,0.8178032536029199
3153,1980,Foremen,male dominant,0.7160886707434825
3156,1980,Funeral Director,male dominant,0.8086028391503896
3159,1980,Gardener / Groundskeeper,male dominant,0.8158038858569328
3162,1980,Household Worker,female dominant,-0.8874579595038486
3166,1980,Inspector,male dominant,0.6893346784196338
3168,1980,Insurance Agent,balanced,0.28697812322784
3169,1980,Janitor,male dominant,0.48259138019461856
3170,1980,Jeweler,male dominant,0.47200102611242345
3172,1980,Laborer,male dominant,0.692313374026216
3173,1980,Laundry / Dry Cleaning,female dominant,-0.4318319460641764
3174,1980,Lawyer / Judge,male dominant,0.697554695284874
3178,1980,Locomotive Engineer,male dominant,0.9667064090162644
3182,1980,Lumberman,male dominant,0.9393969834823415
3183,1980,Machinist,male dominant,0.8880779168204603
3184,1980,Mail Carrier,male dominant,0.723209751142712
3185,1980,Manager / Owner,male dominant,0.4330776081240824
3186,1980,Mason,male dominant,0.9725725428686491
3188,1980,Meat Cutter,male dominant,0.6427101010631163
3189,1980,Mechanic,male dominant,0.9254211656466024
3195,1980,Messenger,male dominant,0.46761747732893655
3196,1980,Metal Filer,male dominant,0.6323091409243619
3198,1980,Metal Worker,male dominant,0.9259056518934137
3200,1980,Military,male dominant,0.8059907082297816
3204,1980,Miner,male dominant,0.9288078467223633
3205,1980,Model Maker,male dominant,0.7161302944341191
3209,1980,Musician / Music Teacher,balanced,-0.11592178556807885
3210,1980,Newsboy,balanced,0.31845796391735615
3211,1980,Nurse,female dominant,-0.8625766555057376
3215,1980,Operative,balanced,0.01362731379368572
3219,1980,Painter,male dominant,0.7456908225422196
3224,1980,Photographer,male dominant,0.4335516976873363
3225,1980,Physician / Surgeon,male dominant,0.7151274625167714
3228,1980,Plasterer,male dominant,0.948050414711178
3229,1980,Plumber,male dominant,0.9715597121137752
3230,1980,Policeman / Detective,male dominant,0.8787174487532614
3231,1980,Porter,male dominant,0.8390403158454179
3234,1980,Pressman,male dominant,0.6189376929342844
3236,1980,Professional - Misc,balanced,0.04429328306444911
3237,1980,Professor,balanced,0.2239623336983028
3252,1980,Public Officials,balanced,0.28444808395539645
3255,1980,Railroad Brakeman,male dominant,0.9720518210286989
3256,1980,Railroad Conductor,male dominant,0.9669897032101756
3258,1980,Real Estate Agent,balanced,0.03606917981007855
3260,1980,Religious Worker,balanced,-0.20232194537773193
3263,1980,Roller,male dominant,0.7810508182601206
3264,1980,Roofer,male dominant,0.9774912168107925
3265,1980,Sailor,male dominant,0.9399790994593121
3266,1980,Salesman,balanced,-0.028378963193156522
3267,1980,Sawyer,male dominant,0.7281337744511447
3275,1980,Security Guard,male dominant,0.7045238160006528
3277,1980,Service Worker,balanced,-0.13411182556945558
3279,1980,Sheriff / Bailiff,male dominant,0.7225976828714221
3280,1980,Ship Officers,male dominant,0.9465653483155151
3281,1980,Shipping and Receiving,male dominant,0.5197164173374454
3282,1980,Shoemaker,male dominant,0.7736754092589333
3285,1980,Stationary Engineer,male dominant,0.9352834200215262
3293,1980,Teacher,female dominant,-0.4322955111431832
3304,1980,Ticket Agent,balanced,-0.16648192918299484
3305,1980,Tool Maker,male dominant,0.9561477483555406
3306,1980,Truck / Tractor Driver,male dominant,0.9437041181475913
3307,1980,Typesetter,balanced,-0.10183466137755279
3309,1980,Upholsterer,male dominant,0.5209553196141792
3312,1980,Waiter / Waitress,female dominant,-0.8011923206172834
3330,1990,Architect,male dominant,0.6825599812283686
3331,1990,Artist / Art Teacher,balanced,-0.09224592502364047
3334,1990,Author,balanced,-0.008620689655172414
3336,1990,Baker,balanced,0.03364832046935488
3338,1990,Barber / Beautician,female dominant,-0.6645947477215943
3339,1990,Bartender,balanced,-0.0511010790306509
3340,1990,Bill Collector,female dominant,-0.3381257282124189
3345,1990,Boilermaker,male dominant,0.9537684943429069
3347,1990,Bookkeeper,female dominant,-0.7965595556578374
3353,1990,Cabinet Maker,male dominant,0.8496222186845618
3355,1990,Carpenter,male dominant,0.9620783458951947
3360,1990,Chemist,male dominant,0.4583015509788965
3362,1990,Clergyman,male dominant,0.7779555590004512
3363,1990,Clerical Worker,female dominant,-0.43411212325019344
3374,1990,Delivery Man,male dominant,0.7767734985854109
3376,1990,Dentist,male dominant,0.7337090319343811
3377,1990,Designer,balanced,-0.17446718983400308
3381,1990,Draftsman,male dominant,0.6173406525561357
3382,1990,Dressmaker / Seamstress,female dominant,-0.8782205260597897
3385,1990,Editor / Reporter,balanced,-0.11495813577726274
3392,1990,Engineer - Civil,male dominant,0.8606053228889955
3395,1990,Engineer - Mechanical,male dominant,0.9017951100093784
3398,1990,Engraver,balanced,0.2568019093078759
3399,1990,Entertainer,balanced,-0.013497198555173926
3401,1990,Farm Foreman,male dominant,0.6742267234974387
3402,1990,Farm Laborer,male dominant,0.4212968974207875
3404,1990,Farmer,male dominant,0.6927203759513516
3405,1990,Fireman,male dominant,0.9201606413621425
3406,1990,Fisherman,male dominant,0.8348802492373596
3408,1990,Foremen,male dominant,0.6874438666810058
3411,1990,Funeral Director,male dominant,0.7272474358736577
3414,1990,Gardener / Groundskeeper,male dominant,0.8289324503206428
3417,1990,Household Worker,female dominant,-0.8628269719602961
3421,1990,Inspector,male dominant,0.509520188410398
3423,1990,Insurance Agent,balanced,0.013367605812933845
3424,1990,Janitor,balanced,0.3297679912934998
3425,1990,Jeweler,male dominant,0.41522017258118665
3427,1990,Laborer,male dominant,0.6467963632488092
3428,1990,Laundry / Dry Cleaning,balanced,-0.32695763586142634
3429,1990,Lawyer / Judge,male dominant,0.4931913907717533
3433,1990,Locomotive Engineer,male dominant,0.9462631690588984
3437,1990,Lumberman,male dominant,0.9306530763684222
3438,1990,Machinist,male dominant,0.9040029582489155
3439,1990,Mail Carrier,male dominant,0.4800807472832566
3440,1990,Manager / Owner,balanced,0.28447489965135686
3441,1990,Mason,male dominant,0.9679697876494215
3443,1990,Meat Cutter,male dominant,0.5438124923126768
3444,1990,Mechanic,male dominant,0.91786942702318
3450,1990,Messenger,male dominant,0.48729255234966357
3451,1990,Metal Filer,male dominant,0.6764265770750082
3453,1990,Metal Worker,male dominant,0.9016043896570499
3455,1990,Military,male dominant,0.7832491675048526
3459,1990,Miner,male dominant,0.9218665176111984
3460,1990,Model Maker,male dominant,0.6109452463776055
3464,1990,Musician / Music Teacher,balanced,-0.18676230857646134
3465,1990,Newsboy,balanced,0.19067147856517935
3466,1990,Nurse,female dominant,-0.8357995933609
3470,1990,Operative,balanced,0.07049701080433858
3474,1990,Painter,male dominant,0.7471248938984189
3479,1990,Photographer,balanced,0.32249478878381405
3480,1990,Physician / Surgeon,male dominant,0.5761436034658511
3483,1990,Plasterer,male dominant,0.9587380081099792
3484,1990,Plumber,male dominant,0.9684013155872498
3485,1990,Policeman / Detective,male dominant,0.7321197886083383
3486,1990,Porter,male dominant,0.7883387280202957
3489,1990,Pressman,male dominant,0.6052481347571539
3491,1990,Professional - Misc,balanced,0.08106510755934035
3492,1990,Professor,balanced,0.15769383290906067
3507,1990,Public Officials,balanced,-0.15930699406212803
3510,1990,Railroad Brakeman,male dominant,0.9718492637883703
3511,1990,Railroad Conductor,male dominant,0.8801607295288459
3513,1990,Real Estate Agent,balanced,-0.055273885659990085
3515,1990,Religious Worker,balanced,-0.18103843492902333
3518,1990,Roller,male dominant,0.7276659770547301
3519,1990,Roofer,male dominant,0.9670981391707065
3520,1990,Sailor,male dominant,0.9323824318599068
3521,1990,Salesman,balanced,0.016585443202480354
3522,1990,Sawyer,male dominant,0.7286837804404555
3530,1990,Security Guard,male dominant,0.6449099693365266
3532,1990,Service Worker,balanced,-0.07945307537845137
3534,1990,Sheriff / Bailiff,male dominant,0.6171927867633389
3535,1990,Ship Officers,male dominant,0.9242128291272755
3536,1990,Shipping and Receiving,male dominant,0.3941360111640219
3537,1990,Shoemaker,male dominant,0.8201414069300669
3540,1990,Stationary Engineer,male dominant,0.9011749118329014
3548,1990,Teacher,female dominant,-0.48791605955123246
3559,1990,Ticket Agent,female dominant,-0.43061945700918564
3560,1990,Tool Maker,male dominant,0.946082392144142
3561,1990,Truck / Tractor Driver,male dominant,0.861924793765764
3562,1990,Typesetter,female dominant,-0.3713957231547482
3564,1990,Upholsterer,male dominant,0.5049563747658855
3567,1990,Waiter / Waitress,female dominant,-0.6515174085493762
3585,2000,Architect,male dominant,0.5776195264143459
3586,2000,Artist / Art Teacher,balanced,0.010767127886621423
3589,2000,Author,balanced,-0.08795463552940459
3591,2000,Baker,balanced,-0.03340521984067603
3593,2000,Barber / Beautician,female dominant,-0.6691457602741794
3594,2000,Bartender,balanced,-0.11105898011016131
3595,2000,Bill Collector,female dominant,-0.4394103768217095
3600,2000,Boilermaker,male dominant,0.9359101159156545
3602,2000,Bookkeeper,female dominant,-0.7943193057915646
3608,2000,Cabinet Maker,male dominant,0.8507095590388256
3610,2000,Carpenter,male dominant,0.9590237341174936
3615,2000,Chemist,male dominant,0.33550782818145325
3617,2000,Clergyman,male dominant,0.6916378286475731
3618,2000,Clerical Worker,female dominant,-0.4239603107920052
3629,2000,Delivery Man,male dominant,0.5856044178899583
3631,2000,Dentist,male dominant,0.6410199839756616
3632,2000,Designer,balanced,-0.16556766647924606
3636,2000,Draftsman,male dominant,0.6091105389301535
3637,2000,Dressmaker / Seamstress,female dominant,-0.5312761298029066
3640,2000,Editor / Reporter,balanced,-0.14235104900615755
3647,2000,Engineer - Civil,male dominant,0.7883836578151916
3650,2000,Engineer - Mechanical,male dominant,0.870729118915898
3653,2000,Engraver,balanced,0.2696032831737346
3654,2000,Entertainer,balanced,-0.1820787667108274
3656,2000,Farm Foreman,male dominant,0.6610262244559973
3657,2000,Farm Laborer,male dominant,0.3797358503640901
3659,2000,Farmer,male dominant,0.6872544029724799
3660,2000,Fireman,male dominant,0.8793746320402956
3661,2000,Fisherman,male dominant,0.8518877317617933
3663,2000,Foremen,male dominant,0.6415668165683971
3666,2000,Funeral Director,male dominant,0.6345371920593159
3669,2000,Gardener / Groundskeeper,male dominant,0.8356696686131905
3672,2000,Household Worker,female dominant,-0.5939808729547206
3676,2000,Inspector,male dominant,0.38047250428985285
3678,2000,Insurance Agent,balanced,-0.1892940361881938
3679,2000,Janitor,male dominant,0.3552892363101483
3680,2000,Jeweler,male dominant,0.581366884697893
3682,2000,Laborer,male dominant,0.7036658700869107
3683,2000,Laundry / Dry Cleaning,balanced,-0.2717956762767349
3684,2000,Lawyer / Judge,male dominant,0.38584144212997107
3688,2000,Locomotive Engineer,male dominant,0.921928277483833
3692,2000,Lumberman,male dominant,0.9331826210846921
3693,2000,Machinist,male dominant,0.8835326276167069
3694,2000,Mail Carrier,balanced,0.3235259387546249
3695,2000,Manager / Owner,balanced,0.22342141919558817
3696,2000,Mason,male dominant,0.9767618179713089
3698,2000,Meat Cutter,male dominant,0.4818853430333424
3699,2000,Mechanic,male dominant,0.9220800688052957
3705,2000,Messenger,male dominant,0.5446318535151499
3706,2000,Metal Filer,male dominant,0.7463547394321067
3708,2000,Metal Worker,male dominant,0.9192869043437348
3710,2000,Military,male dominant,0.7120609736605228
3714,2000,Miner,male dominant,0.9315968747594489
3715,2000,Model Maker,male dominant,0.7054354178842782
3719,2000,Musician / Music Teacher,balanced,-0.2969246208229667
3720,2000,Newsboy,balanced,-0.06131389074152671
3721,2000,Nurse,female dominant,-0.7935677351631655
3725,2000,Operative,balanced,0.16315394226843644
3729,2000,Painter,male dominant,0.7811415759736647
3734,2000,Photographer,balanced,0.24666498462000955
3735,2000,Physician / Surgeon,male dominant,0.46340688998253693
3738,2000,Plasterer,male dominant,0.9747864100564131
3739,2000,Plumber,male dominant,0.9631615056697733
3740,2000,Policeman / Detective,male dominant,0.6990791808795658
3741,2000,Porter,male dominant,0.6697413959568053
3744,2000,Pressman,male dominant,0.5875781809129663
3746,2000,Professional - Misc,balanced,0.04453999712862771
3747,2000,Professor,balanced,0.051768734744435135
3762,2000,Public Officials,balanced,-0.11357836067595482
3765,2000,Railroad Brakeman,male dominant,0.9374014113740141
3766,2000,Railroad Conductor,male dominant,0.8735805688016741
3768,2000,Real Estate Agent,balanced,-0.06769342005496351
3770,2000,Religious Worker,balanced,-0.2633404932795464
3773,2000,Roller,male dominant,0.4091314251757948
3774,2000,Roofer,male dominant,0.9663159031177357
3775,2000,Sailor,male dominant,0.886131474582382
3776,2000,Salesman,balanced,0.030424227055033736
3777,2000,Sawyer,male dominant,0.7137729053226451
3785,2000,Security Guard,male dominant,0.5258677334326923
3787,2000,Service Worker,balanced,0.16797583250375522
3789,2000,Sheriff / Bailiff,male dominant,0.394339942382647
3790,2000,Ship Officers,male dominant,0.9333008115659231
3791,2000,Shipping and Receiving,male dominant,0.39320265144970623
3792,2000,Shoemaker,male dominant,0.9048791511234932
3795,2000,Stationary Engineer,male dominant,0.9150811440867928
3803,2000,Teacher,female dominant,-0.5216542259047688
3814,2000,Ticket Agent,female dominant,-0.4922871907897771
3815,2000,Tool Maker,male dominant,0.9338945577045132
3816,2000,Truck / Tractor Driver,male dominant,0.8701895015963242
3817,2000,Typesetter,balanced,0.023470226284248292
3819,2000,Upholsterer,male dominant,0.5266517209547672
3822,2000,Waiter / Waitress,female dominant,-0.5117333899621117
